"HSP ID","help","Gender","Gender_Other","Age","Culture","Culture_Other","First_Lanuage","First_Lanuage_O","First_Lanuage_2","English_Years","English_Fluent","Nationality","Years_Canada","Old_Move_Canada","Religion","Religion_Other","Handedness","Political","Year_School","CG1","CG2","CG3","CI1","CI2","CI3","SS1","SS2","SS3","SO1","SO2","SO3","DM1","DM2","DM3","DP1","DP2","DP3","DG1","DG2","DG3","HSP ID_decline","help_decline","Gender_decline","Gender_Other_decline","Age_decline","Culture_decline","Culture_Other_decline","First_Lanuage_decline","First_Lanuage_O_decline","First_Lanuage_2_decline","English_Years_decline","English_Fluent_decline","Nationality_decline","Years_Canada_decline","Old_Move_Canada_decline","Religion_decline","Religion_Other_decline","Handedness_decline","Political_decline","Year_School_decline","CG1_decline","CG2_decline","CG3_decline","CI1_decline","CI2_decline","CI3_decline","SS1_decline","SS2_decline","SS3_decline","SO1_decline","SO2_decline","SO3_decline","DM1_decline","DM2_decline","DM3_decline","DP1_decline","DP2_decline","DP3_decline","DG1_decline","DG2_decline","DG3_decline","item_decline_total","Age_Group","keep_case","random_split"
"47970525","I don't know",1,NA,24,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Japanese Canadian","20+","1",NA,NA,"Mostly right handed",NA,4,4,4,4,6,6,6,6,6,6,3,6,5,1,1,1,6,5,5,5,6,4,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"35580506","Yes",1,NA,21,"Other","European/African (Caribbean)","English",NA,NA,NA,"7. Completely fluent","Canadian","4","18","Atheist",NA,"Mostly right handed","Strongly liberal",4,6,2,4,1,2,1,1,1,1,3,1,3,1,1,1,1,1,5,6,6,6,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"35001005","Yes",1,NA,21,"South Asian",NA,"Both English and another language",NA,"Punjabi",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Sikh",NA,"Mostly right handed","Moderately liberal",5,3,5,6,4,6,6,5,5,5,6,5,5,3,6,6,6,6,6,5,7,7,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"34170324","I don't know",2,NA,25,"Other","Mostly punjabi but I also have Afghani ancestry","Both English and another language",NA,"Punjabi",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Other","Born into Sikh family, identify as Spiritual/Agnostic but non-religious","Mostly right handed","Neutral/moderate",5,6,6,6,4,5,3,1,2,2,5,1,3,5,6,6,6,5,6,7,7,7,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"28600323","Yes",1,NA,21,"Middle Eastern",NA,"Farsi",NA,NA,"15","7. Completely fluent","Iranian","15","6","Muslim",NA,"Mostly right handed","Moderately liberal",4,3,3,5,5,4,3,4,5,3,5,3,5,3,3,3,3,3,4,3,3,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"13261201","Yes",1,NA,20,"East Asian",NA,"Mandarin",NA,NA,"8","7. Completely fluent","Chinese","8","12","Christian",NA,"Mostly right handed","Neutral/moderate",4,7,7,6,5,5,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"34571107","I don't know",1,NA,20,"Other","Unknown","Both English and another language",NA,"French",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Strongly liberal",4,6,5,5,4,3,5,5,4,4,5,5,5,5,3,3,3,3,5,6,5,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"42940227","Yes",1,NA,21,"Other","South Asian and European","English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Neutral/moderate",4,4,4,5,5,5,4,4,6,5,5,5,5,4,6,6,6,5,6,7,7,7,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"12381003","Yes",1,NA,21,"East Asian",NA,"Both English and another language",NA,"Cantonese",NA,"7. Completely fluent",NA,"19","1","Atheist",NA,"Mostly right handed","Moderately liberal",3,3,2,4,3,5,6,3,4,2,4,2,1,1,1,1,2,3,2,2,6,5,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"58560728","Yes",1,"-",22,"Other","thai indian","English","-","-","-","7. Completely fluent","thai","3","19","Sikh",NA,"Mostly right handed","Neutral/moderate",4,4,4,4,4,4,5,5,5,4,5,4,3,4,5,6,6,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"18581017","I don't know",1,NA,20,"South East Asian",NA,"Tagalong",NA,NA,"13","7. Completely fluent","Filipino","12","8","Christian",NA,"Mostly right handed","Neutral/moderate",4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"34240515","Yes",1,NA,21,"Other","half korean, half european","English",NA,NA,NA,"7. Completely fluent","canadian",NA,NA,"Christian",NA,"Mostly right handed","Moderately liberal",4,5,5,5,5,6,6,5,5,4,5,4,5,5,5,5,5,5,5,4,5,3,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"28730915","Yes",1,NA,20,"European",NA,"English",NA,NA,NA,"7. Completely fluent","American","3","17","Atheist",NA,"Mostly right handed","Slightly conservative",4,1,1,2,2,5,5,2,6,3,5,5,2,1,1,1,1,1,1,2,2,6,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"27260306","Yes",1,NA,21,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian/Filipino","11","10","Other","Roman Catholic","Mostly right handed","Neutral/moderate",3,3,3,5,2,5,3,2,4,2,2,2,3,3,3,3,3,3,4,3,3,3,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"29600915","Yes",1,NA,21,"East Asian",NA,"English",NA,NA,NA,"6","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly left handed","Moderately liberal",4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"55451228","Yes",1,NA,21,"East Asian",NA,"Other","chinese",NA,"10","7. Completely fluent","Chinese","4","18","Other","not religious","Mostly right handed","Moderately liberal",4,5,6,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"53790110","Yes",1,NA,25,"South East Asian",NA,"Cantonese",NA,NA,"21","7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Buddhist",NA,"Mostly right handed","Neutral/moderate",3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,5,4,5,5,5,5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"18860602","Yes",1,NA,22,"East Asian",NA,"Mandarin",NA,NA,"15","7. Completely fluent","China","3","19","Buddhist",NA,"Mostly right handed","Moderately liberal",4,3,4,4,4,5,3,3,4,4,3,5,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"21070124","Yes",1,NA,21,"South Asian",NA,"English",NA,NA,NA,"7. Completely fluent",NA,NA,"Not applicable--I was born in Canada","Sikh",NA,"Mostly right handed","Moderately liberal",4,4,3,5,4,5,5,4,5,4,6,5,5,5,6,6,6,5,6,5,6,5,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"26680606","No",1,NA,21,"East Asian",NA,"Other","kaiping",NA,"16","7. Completely fluent","canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Moderately liberal",4,4,4,4,4,4,4,NA,NA,NA,NA,5,NA,NA,2,2,5,1,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,10,3,0,0
"43231209","Yes",2,NA,22,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Malaysian","3","19","Atheist",NA,"Mostly right handed","Moderately liberal",4,5,4,5,5,5,6,2,2,3,1,1,1,2,2,3,2,2,2,2,6,6,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"34490110","Yes",1,NA,21,"Other","South Asian and South East Asian","English",NA,NA,NA,"7. Completely fluent","Canadian","20+","Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Slightly liberal",4,3,3,6,5,6,5,4,6,5,6,6,6,3,3,3,3,5,5,6,6,6,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"52830615","Yes",1,NA,21,"South Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Sikh",NA,"Mostly right handed","Strongly liberal",4,5,5,5,6,6,6,6,6,5,6,5,6,6,5,6,6,6,6,6,6,6,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"39930410",NA,1,NA,21,"European",NA,"Both English and another language",NA,"Polish",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Other","Catholic","Mostly left handed","Moderately conservative",3,5,4,5,5,5,4,3,6,4,6,4,6,4,5,5,5,5,6,5,6,6,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"26551208","No",2,"-",21,"South East Asian","-","Both English and another language","-","INDONESIAN","-","7. Completely fluent","AMERICAN","3","18","Nonreligious","-","Mostly right handed","Neutral/moderate",3,1,1,1,1,1,1,4,2,4,5,3,1,4,3,5,4,4,4,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"26291106","Yes",1,NA,21,"South East Asian",NA,"Both English and another language",NA,"Hindi",NA,"7. Completely fluent","Indian","4","17","Hindu",NA,"Mostly right handed","Moderately liberal",4,2,2,2,5,4,3,5,4,3,4,2,5,4,3,3,3,3,4,4,5,4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"43090915","Yes",1,NA,22,"South East Asian",NA,"Both English and another language",NA,"Tagalog",NA,"7. Completely fluent","Filipino","11","10","Other","Catholic","Mostly right handed","Moderately liberal",5,4,3,3,3,4,3,3,4,4,4,5,3,3,3,5,5,4,5,5,5,5,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"30770331","Yes",1,NA,21,"East Asian",NA,"Mandarin",NA,NA,"14","5","chinese","3","18",NA,NA,"Mostly right handed",NA,4,5,5,5,6,6,3,5,5,5,4,3,3,3,5,5,5,4,4,5,5,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"48840418","Yes",1,NA,21,"South Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Sikh",NA,"Mostly left handed","Moderately liberal",4,2,2,5,3,5,4,4,4,4,4,4,3,4,4,4,4,4,5,5,6,6,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"55571208","No",1,NA,22,"South East Asian",NA,"Both English and another language",NA,"Bangla",NA,NA,NA,"3","19","Muslim",NA,"Mostly right handed",NA,3,4,4,6,4,6,7,2,6,2,4,1,1,4,5,4,4,4,4,4,4,4,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"51890720","I don't know",1,NA,21,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed","Strongly liberal",4,5,5,4,5,5,4,4,4,4,6,5,3,2,1,1,5,3,5,2,3,3,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"21430201","Yes",1,NA,21,"East Asian",NA,"Both English and another language",NA,"Cantonese",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Buddhist",NA,"Mostly right handed","Moderately liberal",4,5,5,5,5,5,6,5,5,5,5,5,5,4,5,5,5,5,5,3,6,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"61920201","Yes",1,NA,20,"East Asian",NA,"Mandarin",NA,NA,"7","4","Chinese","5","14","Nonreligious",NA,"Ambidextrious","Slightly liberal",4,4,5,5,6,6,6,6,6,6,4,2,4,4,4,5,4,5,5,5,5,4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"18730927","Yes",1,NA,21,"South Asian",NA,"Both English and another language",NA,"Punjabi",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Sikh",NA,"Mostly right handed",NA,4,3,3,4,4,5,5,4,5,5,5,4,5,5,5,5,5,4,4,5,6,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"46950117","No",1,NA,21,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Cantonese",NA,"Not applicable--I was born in Canada",NA,NA,"Mostly right handed","Moderately liberal",3,4,5,3,5,4,5,3,2,6,7,7,6,4,7,7,6,7,4,6,7,6,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"26950103","No",2,"See 1",21,"East Asian","See above answer","Both English and another language","See above","Cantonese","n/a","7. Completely fluent","Chinese","2","18","Atheist","n/a","Mostly right handed","Slightly conservative",3,1,1,1,1,6,7,1,3,1,3,2,1,1,1,1,3,1,6,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"48680304","Yes",2,NA,23,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,NA,"Atheist",NA,"Mostly right handed","Strongly liberal",4,2,2,2,5,5,3,5,7,6,2,4,4,6,6,6,6,6,6,5,6,6,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"33920528","Yes",1,NA,22,"East Asian",NA,"Cantonese",NA,NA,NA,"6","Chinese","3","18","Christian",NA,"Mostly right handed",NA,4,7,7,7,6,6,7,5,5,6,5,3,3,5,5,5,5,6,4,4,6,4,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"54930314","Yes",1,NA,21,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian","20+","1","Christian",NA,"Mostly right handed","Neutral/moderate",3,4,4,5,4,5,6,5,5,4,6,6,5,4,2,4,6,6,7,6,7,5,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"35921122","Yes",1,NA,20,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,NA,NA,4,5,5,5,5,5,5,4,5,5,6,5,4,4,5,5,5,5,5,4,6,5,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"31110321","Yes",1,NA,21,"Other","East Asian + South East Asian","English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly left handed",NA,4,2,4,6,5,5,5,5,6,4,5,4,4,4,3,3,5,5,5,5,5,5,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"23940220","I don't know",1,NA,21,"East Asian",NA,"Both English and another language",NA,"Cantonese",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed",NA,3,5,5,4,4,5,5,5,5,3,6,5,4,4,4,5,5,5,6,5,4,6,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"24540411","Yes",1,NA,21,"South Asian",NA,"Both English and another language",NA,"Hindi",NA,"7. Completely fluent","Indian","3","18",NA,NA,"Mostly left handed","Moderately liberal",4,2,2,3,5,6,5,3,5,2,5,3,4,3,5,5,4,5,4,2,4,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"41601210","Yes",1,NA,21,"Other","Latin American and European","Other","Portuguese",NA,"10","7. Completely fluent","Brazilian and Portuguese","6","15","Christian",NA,"Mostly right handed","Slightly liberal",4,5,5,6,6,6,7,6,6,7,6,6,6,5,7,7,7,6,7,7,7,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"31381009","Yes",1,NA,20,"East Asian",NA,"Both English and another language",NA,"cantonese",NA,"7. Completely fluent","Chinese-Canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Neutral/moderate",4,1,2,3,1,5,2,1,3,1,1,1,1,2,5,5,2,5,5,2,5,3,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"14930509","Yes",1,NA,22,"South East Asian",NA,"Both English and another language",NA,"Balinese and Indonesian",NA,"7. Completely fluent","USA","7","15","Hindu",NA,"Mostly right handed","Moderately liberal",4,1,1,2,2,5,4,7,5,4,4,6,5,2,4,5,5,4,7,6,6,6,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"21720225",NA,2,NA,21,"East Asian",NA,"Mandarin",NA,NA,NA,"7. Completely fluent","Taiwanese","11",NA,NA,NA,"Mostly left handed",NA,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"53870605","Yes",1,NA,22,"East Asian",NA,"Mandarin",NA,NA,"8","5","canadian","8","14",NA,NA,"Mostly right handed","Slightly liberal",4,4,6,5,6,6,5,6,6,5,6,6,6,6,6,6,6,6,7,5,6,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"43941228","Yes",2,NA,21,"South Asian",NA,"Both English and another language",NA,"Punjabi",NA,"7. Completely fluent","canadian",NA,"Not applicable--I was born in Canada","Sikh",NA,"Mostly right handed","Slightly liberal",4,1,1,1,5,4,5,3,2,3,6,3,4,3,5,4,4,5,3,3,3,4,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"52630119","Yes",2,NA,23,"South Asian",NA,"English",NA,NA,NA,"7. Completely fluent",NA,NA,"Not applicable--I was born in Canada","Other",NA,"Mostly right handed","Strongly liberal",4,1,1,3,1,2,2,1,1,2,3,2,2,1,2,2,1,1,1,1,2,2,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"66300319","Yes",2,NA,24,"South East Asian",NA,"Both English and another language",NA,"Punjabi",NA,"7. Completely fluent","Canadian","20+","Not applicable--I was born in Canada","Sikh",NA,"Mostly right handed","Moderately conservative",5,6,6,6,5,6,6,5,6,5,6,5,6,5,5,5,6,5,6,6,6,6,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"19291225","I don't know",1,NA,21,"East Asian",NA,"Both English and another language",NA,"Cantonese",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed",NA,4,1,1,2,2,3,2,2,3,2,2,3,2,2,1,2,5,3,6,3,6,6,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"35611110","No",2,NA,NA,"East Asian",NA,"Both English and another language",NA,"Mandarin",NA,"7. Completely fluent","USA","4","18","Christian",NA,"Mostly right handed","Neutral/moderate",4,6,4,4,6,6,6,5,7,5,6,7,7,4,5,4,4,5,2,4,4,4,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0
"13400819","Yes",1,NA,21,"East Asian",NA,"Cantonese",NA,NA,"4","5","Chinese","4","18","Nonreligious",NA,"Mostly right handed","Moderately liberal",4,6,7,7,7,6,6,7,7,7,6,7,6,6,4,6,7,7,7,7,7,7,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"11591028","Yes",1,NA,21,"South Asian",NA,"Both English and another language",NA,"punjabi",NA,"7. Completely fluent","canadian","15","7","Sikh",NA,"Mostly right handed","Strongly liberal",4,5,5,6,6,6,6,6,5,5,6,5,7,7,7,7,7,7,7,7,7,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"24990521","Yes",1,NA,21,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Filipino","5","17","Christian",NA,"Ambidextrious","Slightly conservative",3,5,6,6,5,4,6,5,6,5,5,5,4,4,5,5,6,5,5,5,5,5,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"60171209","Yes",1,NA,22,"East Asian",NA,"Both English and another language",NA,"Vietnamese","18","7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed","Moderately liberal",4,3,2,4,6,5,5,4,5,4,6,3,4,4,4,6,5,4,5,5,7,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"40960619","Yes",2,NA,21,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Slightly conservative",4,7,7,7,7,6,7,7,7,7,6,5,6,7,6,7,7,7,6,5,7,6,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"53361229","Yes",2,NA,21,"South Asian",NA,"Both English and another language",NA,"Hindi",NA,"7. Completely fluent","Canadian","10","10","Muslim",NA,"Mostly right handed","Slightly conservative",4,6,6,7,6,4,6,5,6,6,5,4,6,4,7,7,7,7,5,7,7,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
