HSP ID,help,Gender,Gender_Other,Age,Culture,Culture_Other,First_Lanuage,First_Lanuage_O,First_Lanuage_2,English_Years,English_Fluent,Nationality,Years_Canada,Old_Move_Canada,Religion,Religion_Other,Handedness,Political,Year_School,E.Kim.1,E.Kim.2,E.Kim.3,E.Kim.4,E.Kim.5,E.Kim.6,E.Kim.7,E.Kim.8,E.Kim.9,E.Kim.10,E.Kim.11,E.Kim.12,E.Kim.13,E.Kim.14,E.Kim.15,E.Kim.16,E.Kim.17,E.Kim.18,E.Kim.19,E.Kim.20,E.Kim.21
22791016,No,Woman,[Decline to Answer],21,Other,white/East Asian,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],[Decline to Answer],Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Slightly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
46260309,I don't know,Woman,[Decline to Answer],22,Other,"Mixed; Half European, Half Pacific Islander",English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Christian,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Neither agree nor disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Agree,Slightly agree,Slightly agree,Agree,Neither agree nor disagree,Agree,Agree,Slightly agree,Neither agree nor disagree,Disagree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree
11530521,Yes,Woman,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,20+,Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Slightly disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Agree,Strongly agree,Strongly agree
19171208,Yes,Woman,[Decline to Answer],21,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Cantonese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Other,[Decline to Answer],Mostly right handed,[Decline to Answer],4th,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree
17771104,Yes,Woman,[Decline to Answer],21,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Hindi,[Decline to Answer],7. Completely fluent,British,6,15,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
10840207,I don't know,Woman,[Decline to Answer],22,Middle Eastern,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Syrian Canadian,[Decline to Answer],Not applicable--I was born in Canada,Muslim,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
32161106,Yes,Woman,[Decline to Answer],21,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Vietnamese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Disagree
25041107,I don't know,Woman,n/a,21,East Asian,n/a,English,n/a,n/a,n/a,7. Completely fluent,Canadian,20+,1,[Decline to Answer],n/a,Mostly right handed,Moderately liberal,Other,Slightly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree
33370613,I don't know,Man,[Decline to Answer],23,Hispanic,[Decline to Answer],Spanish,[Decline to Answer],[Decline to Answer],20,7. Completely fluent,Mexican,4,19,Agnostic,[Decline to Answer],Mostly right handed,Slightly conservative,Other,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree
41170519,Yes,Woman,[Decline to Answer],22,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],19,7. Completely fluent,Canadian,19,3,Atheist,[Decline to Answer],Mostly right handed,Neutral/moderate,Other,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Slightly agree,Agree,Strongly agree,Strongly agree
29611218,Yes,Woman,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,Other,Strongly disagree,Strongly disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Agree,Neither agree nor disagree,Slightly agree,Slightly disagree
53550903,I don't know,Man,[Decline to Answer],23,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,20+,Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Slightly liberal,4th,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Disagree,Slightly disagree,Disagree
73781113,I don't know,Trans*,[Decline to Answer],28,East Asian,[Decline to Answer],Korean,[Decline to Answer],[Decline to Answer],19,7. Completely fluent,Canadian,19,9,Atheist,[Decline to Answer],Mostly right handed,Strongly liberal,3rd,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
13790320,Yes,Man,[Decline to Answer],22,South East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],18,6,Canadian,20+,Not applicable--I was born in Canada,[Decline to Answer],[Decline to Answer],Mostly right handed,Moderately liberal,4th,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Agree,Slightly agree,Agree,Slightly agree,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree
32300521,[Decline to Answer],Woman,[Decline to Answer],22,Middle Eastern,[Decline to Answer],Farsi,[Decline to Answer],[Decline to Answer],17,7. Completely fluent,Canadian,14,8,Other,Islamic Sufism,Mostly right handed,[Decline to Answer],Other,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Slightly agree,Strongly agree,[Decline to Answer],Agree,[Decline to Answer],Slightly agree,Neither agree nor disagree,Neither agree nor disagree,[Decline to Answer],[Decline to Answer],Slightly agree,Agree,Slightly agree,[Decline to Answer],Neither agree nor disagree,Slightly agree,Neither agree nor disagree
20351114,Yes,Woman,[Decline to Answer],22,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Hindi,[Decline to Answer],7. Completely fluent,Indian,4,18,Muslim,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Strongly disagree,Disagree,Disagree,Strongly disagree,Slightly disagree,Disagree,Strongly disagree,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Agree
17580103,Yes,Man,[Decline to Answer],22,South East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],6,Filipino,13,9,Christian,[Decline to Answer],Mostly right handed,Slightly liberal,3rd,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly agree
36590809,I don't know,Man,[Decline to Answer],22,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,Slightly liberal,4th,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Agree
43780313,Yes,Woman,[Decline to Answer],22,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],12,7. Completely fluent,Canadian,12,9,Agnostic,[Decline to Answer],Mostly left handed,Moderately liberal,4th,Disagree,Disagree,Neither agree nor disagree,Disagree,Slightly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree
15770304,No,Woman,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,Other,Disagree,Slightly disagree,Agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Agree,Slightly agree,Strongly agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree
30450215,Yes,Woman,N/A,21,East Asian,N/A,Mandarin,N/A,N/A,18,7. Completely fluent,Chinese,18,3,Atheist,N/A,Mostly right handed,Slightly conservative,Other,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Agree,Neither agree nor disagree,Agree,Agree
28730716,Yes,Woman,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Strongly liberal,4th,Slightly agree,Agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree
49500108,Yes,Woman,[Decline to Answer],22,South East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Singaporean,5,18,Christian,[Decline to Answer],Mostly right handed,Slightly liberal,4th,Slightly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree
15430816,Yes,Woman,[Decline to Answer],22,East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],20,7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
40931225,Yes,Woman,[Decline to Answer],21,East Asian,[Decline to Answer],Other,Tai Shan,[Decline to Answer],17,7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,[Decline to Answer],[Decline to Answer],Mostly right handed,Strongly liberal,Other,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree
60061106,Yes,Woman,[Decline to Answer],50,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Scottish/Canadian dual citizenship,20+,20+,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Strongly disagree,Disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree
33270303,Yes,Woman,[Decline to Answer],24,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Punjabi,[Decline to Answer],7. Completely fluent,Canadian,20+,4,Sikh,[Decline to Answer],Mostly right handed,Neutral/moderate,Other,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Neither agree nor disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
46450425,Yes,Woman,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],[Decline to Answer],Nonreligious,[Decline to Answer],Mostly right handed,[Decline to Answer],Other,Disagree,Disagree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
12600816,[Decline to Answer],Woman,[Decline to Answer],25,Hispanic,[Decline to Answer],Spanish,[Decline to Answer],[Decline to Answer],15,7. Completely fluent,Mexican Canadian,15,10,Agnostic,[Decline to Answer],Mostly right handed,Strongly liberal,4th,Disagree,Disagree,Disagree,Strongly disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
18090812,Yes,Woman,[Decline to Answer],22,East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],19,7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Slightly liberal,Other,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree
21090908,Yes,Woman,[Decline to Answer],[Decline to Answer],European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Nonreligious,[Decline to Answer],Mostly left handed,Moderately liberal,Other,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly disagree
42440724,Yes,Man,[Decline to Answer],23,East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,[Decline to Answer],[Decline to Answer],Mostly left handed,[Decline to Answer],4th,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree
18690227,Yes,Woman,[Decline to Answer],22,South Asian,[Decline to Answer],Punjabi,[Decline to Answer],[Decline to Answer],19,7. Completely fluent,Canadian,20+,Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,[Decline to Answer],Other,Disagree,Disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Agree,Strongly agree,Strongly agree
39011220,Yes,Woman,[Decline to Answer],21,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Caucasian,[Decline to Answer],Not applicable--I was born in Canada,Other,None of the above,Mostly right handed,Neutral/moderate,Other,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Strongly agree,Strongly agree
43570325,Yes,Woman,[Decline to Answer],23,European,[Decline to Answer],Other,german,[Decline to Answer],18,7. Completely fluent,US/German,4,19,Christian,[Decline to Answer],Mostly right handed,Neutral/moderate,Other,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Agree,Slightly disagree,Agree,Agree,Slightly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Slightly disagree,Agree,Agree,Agree,Slightly disagree,Agree,Slightly disagree,Agree,Agree
54360301,Yes,Man,[Decline to Answer],24,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Moderately conservative,4th,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Slightly agree,Agree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Disagree,Disagree,Slightly agree,Agree,Agree,Agree,Slightly agree,Agree,Agree,Strongly agree,Agree
45761015,Yes,Woman,n/a,21,European,n/a,English,n/a,n/a,n/a,7. Completely fluent,Canadian,18,3,Agnostic,n/a,Mostly right handed,Strongly liberal,4th,Disagree,Disagree,Neither agree nor disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree
24420113,I don't know,Woman,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],Other,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer]
51750205,Yes,Woman,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Slightly conservative,Other,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Agree,Slightly agree
45160109,I don't know,Man,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer]
11420712,Yes,Woman,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,Other,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree
31121105,Yes,Woman,[Decline to Answer],21,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,Other,Neither agree nor disagree,Slightly agree,Slightly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree
24901225,No,Woman,[Decline to Answer],21,South East Asian,[Decline to Answer],Vietnamese,[Decline to Answer],[Decline to Answer],16,7. Completely fluent,Vietnamese-Canadian,[Decline to Answer],Not applicable--I was born in Canada,Buddhist,[Decline to Answer],Mostly right handed,[Decline to Answer],3rd,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly agree,Agree,Agree
14150603,Yes,Woman,[Decline to Answer],22,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Indonesian,[Decline to Answer],7. Completely fluent,Indonesian,19,4,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree,Agree,Agree,Slightly agree,Agree,Agree
56630602,I don't know,Woman,,22,European,,Other,Russian,,18,7. Completely fluent,Russian,13,9,Atheist,,Ambidextrious,Slightly conservative,4th,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Slightly disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Slightly disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Strongly agree
29880206,I don't know,Woman,N/A,22,African,N/A,English,N/A,N/A,N/A,7. Completely fluent,British,4,18,Christian,N/A,Mostly left handed,Slightly liberal,4th,Slightly agree,Neither agree nor disagree,Strongly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Agree
23590705,Yes,Woman,[Decline to Answer],22,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Cantonese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly left handed,Neutral/moderate,Other,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree
27440305,[Decline to Answer],Woman,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,"Canadian, South African, English",17,5,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Slightly agree,Agree,Agree,Agree,Agree,Slightly agree,[Decline to Answer],[Decline to Answer],[Decline to Answer],Slightly agree,[Decline to Answer],Agree,Neither agree nor disagree,Agree,Agree
