"duration","HSP ID","help","Gender","Gender_Other","Age","Culture","Culture_Other","First_Lanuage","First_Lanuage_O","First_Lanuage_2","English_Years","English_Fluent","Nationality","Years_Canada","Old_Move_Canada","Religion","Religion_Other","Handedness","Political","Year_School","Sex_Orientation","Sex_Orient_Othr","UBC_Faculty","Faculty_Other","Major","Country_Born","country_born_2","Mom education","Dad education","Family.income","Attn","Attnother","BIological.sex","age.30","age.28","CG1","CG2","CG3","CI1","CI2","CI3","SS1","SS2","SS3","SO1","SO2","SO3","DM1","DM2","DM3","DP1","DP2","DP3","DG1","DG2","DG3","duration_decline","HSP ID_decline","help_decline","Gender_decline","Gender_Other_decline","Age_decline","Culture_decline","Culture_Other_decline","First_Lanuage_decline","First_Lanuage_O_decline","First_Lanuage_2_decline","English_Years_decline","English_Fluent_decline","Nationality_decline","Years_Canada_decline","Old_Move_Canada_decline","Religion_decline","Religion_Other_decline","Handedness_decline","Political_decline","Year_School_decline","Sex_Orientation_decline","Sex_Orient_Othr_decline","UBC_Faculty_decline","Faculty_Other_decline","Major_decline","Country_Born_decline","country_born_2_decline","Mom education_decline","Dad education_decline","Family.income_decline","Attn_decline","Attnother_decline","BIological.sex_decline","age.30_decline","age.28_decline","CG1_decline","CG2_decline","CG3_decline","CI1_decline","CI2_decline","CI3_decline","SS1_decline","SS2_decline","SS3_decline","SO1_decline","SO2_decline","SO3_decline","DM1_decline","DM2_decline","DM3_decline","DP1_decline","DP2_decline","DP3_decline","DG1_decline","DG2_decline","DG3_decline","item_decline_total","Age_Group","keep_case"
14,"41670807","Yes",1,NA,NA,"East Asian",NA,"Mandarin",NA,NA,"3","3",NA,"3","18",NA,NA,"Mostly right handed",NA,3,"Bisexual (equally Heterosexual/straight and Gay/lesbian)",NA,"Faculty of Arts",NA,"psychology","China",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)","Above $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
8,"74470714","Yes",1,NA,20,"European",NA,"Both English and another language",NA,"French",NA,"7. Completely fluent","Canadian American",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed","Slightly liberal",3,"Heterosexual/straight mostly",NA,"Faculty of Arts",NA,"Psychology","Canada",NA,"Professional or Graduate Degree (e.g., PhD, MD)","Professional or Graduate Degree (e.g. PhD MD)","Above $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",2,2,5,5,5,3,2,3,2,1,2,1,1,5,5,5,3,3,3,3,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
12,"98650103","I don't know",2,NA,20,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian","20+","Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Slightly conservative",3,"Heterosexual/straight only",NA,"Faculty of Commerce and Business Admininistration",NA,NA,"Canada",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)",NA,"Other (Please specify below)","Decision Making","Male","Yes","Yes",3,4,5,4,6,6,6,6,2,5,5,4,4,4,4,5,4,6,6,6,6,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
18,"93420603","I don't know",2,NA,20,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","American","2","18","Agnostic",NA,"Mostly right handed","Slightly liberal",2,"Heterosexual/straight only",NA,"Faculty of Science",NA,"Astronomy","Other","Cambodia","Less than high school","Less than high school",NA,"Other (Please specify below)","Decision Making","Male","Yes","Yes",5,4,5,7,6,2,6,6,7,4,4,2,7,7,7,7,7,7,5,6,6,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
9,"10200310","I don't know",1,NA,20,NA,NA,"Both English and another language",NA,"Cantonese",NA,"7. Completely fluent",NA,NA,"Not applicable--I was born in Canada",NA,NA,"Mostly right handed",NA,3,"Heterosexual/straight only",NA,"Faculty of Arts",NA,NA,"Canada",NA,"Less than high school","High school graduate",NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",2,3,3,2,2,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
11,"72411128","Yes",1,NA,20,"East Asian",NA,"Cantonese",NA,NA,"18","7. Completely fluent","Canadian",NA,NA,"Christian",NA,"Mostly right handed","Slightly conservative",4,"Heterosexual/straight only",NA,"School of Kinesiology",NA,"Kinesiology","Canada",NA,"4 year (e.g., Bachelor's degree)","2 year degree (e.g.technical college degree)","$75,001 - $100,000","Other (Please specify below)","Decision Making","Female","Yes",NA,7,6,7,7,5,6,6,7,7,7,6,6,5,7,7,7,6,7,7,7,7,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
11,"30240121","Yes",1,NA,20,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Strongly liberal",3,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Psychology","Canada",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)","$75,001 - $100,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",5,5,6,6,6,7,5,5,5,6,3,3,5,6,7,6,6,5,6,6,7,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
15,"15310511","Yes",1,NA,20,"South Asian",NA,"Both English and another language",NA,"Hindi",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Hindu",NA,"Mostly right handed","Moderately liberal",3,"Heterosexual/straight only",NA,"Faculty of Science",NA,"Integrated Sciences","Canada",NA,"2 year degree (e.g., technical college degree)","4 year degree (e.g.Bachelor's degree)","$50,001 - $75,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",5,5,5,5,5,5,5,6,5,6,3,4,3,5,5,5,5,5,6,6,6,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
23,"49871116","Yes",1,NA,20,"East Asian",NA,"Mandarin",NA,NA,"10","6","Chinese","2","18","Atheist",NA,"Mostly right handed","Neutral/moderate",3,"Heterosexual/straight only",NA,"Faculty of Arts",NA,NA,"China",NA,"Professional or Graduate Degree (e.g., PhD, MD)","Professional or Graduate Degree (e.g. PhD MD)","$100,001 - $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",5,3,3,3,5,3,5,4,3,5,5,3,3,3,4,5,5,5,5,6,5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
31,"90090419","Yes",1,NA,20,"South East Asian",NA,"Cantonese",NA,NA,"16","7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Buddhist",NA,"Mostly right handed","Moderately liberal",3,"Heterosexual/straight somewhat more",NA,"Faculty of Arts, School of Kinesiology",NA,"KIN","Canada",NA,"2 year degree (e.g., technical college degree)","Some college","$75,001 - $100,000","Other (Please specify below)","decision making","Female","Yes","Yes",5,5,6,3,5,6,6,6,3,5,5,3,NA,3,6,6,4,6,6,5,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
20,"55721019","I don't know",2,NA,31,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Strongly liberal",3,"Gay/lesbian mostly",NA,"School of Kinesiology",NA,NA,"Canada",NA,"High school graduate","High school graduate","$35,001 - $50,000","Other (Please specify below)","Decision Making","Male","No","No",4,4,5,5,5,5,3,6,2,4,4,4,4,5,5,5,5,5,4,6,5,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
13,"99390509","I don't know",1,NA,20,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed","Slightly liberal",3,"Heterosexual/straight mostly",NA,"Faculty of Land and Food Systems, Faculty of Science",NA,"Behavioural Neuroscience","Canada",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)","Above $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",5,5,5,4,5,3,5,6,4,6,5,3,3,3,2,4,3,4,4,5,3,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
18,"86680817","Yes",1,NA,20,"East Asian",NA,"Mandarin",NA,NA,"16","5","Chinese","2","18","Nonreligious",NA,"Ambidextrious","Neutral/moderate",3,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Psychology","China",NA,"4 year (e.g., Bachelor's degree)","2 year degree (e.g.technical college degree)","$100,001 - $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",3,5,5,6,6,6,5,6,6,5,4,2,2,6,6,7,5,7,6,7,4,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
15,"59540807","Yes",1,NA,23,"European",NA,"Other","greek",NA,"12","6","greek","9","14","Christian",NA,"Mostly right handed","Neutral/moderate",4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"psychology","Other","greece","2 year degree (e.g., technical college degree)","2 year degree (e.g.technical college degree)","$25,001 - $35,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,6,5,6,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
24,"64211008","Yes",2,NA,20,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian","20+","Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Neutral/moderate",3,"Heterosexual/straight only",NA,"School of Kinesiology",NA,NA,"Canada",NA,"4 year (e.g., Bachelor's degree)","2 year degree (e.g.technical college degree)",NA,"Other (Please specify below)","Decision making","Male","Yes","Yes",6,6,6,6,6,6,6,6,5,6,5,4,6,6,5,6,5,6,5,7,7,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
10,"49341117","Yes",1,NA,20,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Vietnamese, Lao, Filipina",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Moderately liberal",3,"Heterosexual/straight only",NA,"Faculty of Science",NA,"BIochemistry","Canada",NA,"Less than high school","High school graduate","$75,001 - $100,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",4,3,5,4,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,6,6,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
18,"64550522","Yes",1,NA,21,"South Asian",NA,"English",NA,NA,NA,"7. Completely fluent","american","3","19","Hindu",NA,"Mostly left handed","Moderately liberal",3,"Bisexual (equally Heterosexual/straight and Gay/lesbian)",NA,"Faculty of Arts",NA,"Psychology","United States of America",NA,"Professional or Graduate Degree (e.g., PhD, MD)","4 year degree (e.g.Bachelor's degree)","$100,001 - $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",2,1,3,4,5,3,5,3,3,6,5,5,3,2,3,3,3,5,3,6,6,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
38,"16010625","Yes",2,NA,20,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly left handed","Slightly conservative",3,"Heterosexual/straight only",NA,"Faculty of Education, School of Kinesiology",NA,"Kinesiology","Canada",NA,"2 year degree (e.g., technical college degree)","Professional or Graduate Degree (e.g. PhD MD)","$75,001 - $100,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,1,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,3,0
13,"61420402","I don't know",2,NA,20,"European",NA,"Other","Serbian",NA,"19","7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Moderately liberal",3,"Heterosexual/straight only",NA,"Faculty of Science",NA,"Integrated Science","Canada",NA,"Professional or Graduate Degree (e.g., PhD, MD)","4 year degree (e.g.Bachelor's degree)","Above $150,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",2,2,2,2,6,6,6,6,6,5,4,5,3,4,3,4,3,3,3,6,6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
16,"28110226","No",1,NA,20,"East Asian",NA,"Cantonese",NA,NA,"15","7. Completely fluent","Canadian","16","3","Nonreligious",NA,"Mostly right handed","Moderately liberal",3,"Heterosexual/straight only",NA,"Faculty of Arts",NA,NA,"China",NA,NA,NA,NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",2,2,2,2,2,2,3,2,2,4,1,3,3,2,3,3,4,4,4,5,5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
19,"34560526","Yes",1,NA,21,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Baha'i",NA,"Mostly right handed","Strongly liberal",4,"Heterosexual/straight mostly",NA,"Faculty of Science",NA,"Biology","Canada",NA,"Professional or Graduate Degree (e.g., PhD, MD)","Professional or Graduate Degree (e.g. PhD MD)","Above $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",3,5,5,3,6,5,3,5,3,5,2,2,5,2,5,5,5,5,6,6,5,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
11,"37471111","Yes",1,NA,19,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian","19","Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed","Neutral/moderate",3,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Pyschology","Canada",NA,NA,NA,NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",1,1,4,1,2,2,1,4,1,6,4,4,3,4,4,5,4,5,4,7,6,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
19,"30070619","Yes",1,NA,20,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed","Moderately liberal",3,"Heterosexual/straight mostly",NA,"Faculty of Science",NA,"Behavioural Neuroscience","Canada",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)","$25,001 - $35,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",6,5,6,6,5,5,6,5,6,6,6,6,7,7,6,7,6,7,7,7,7,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
24,"66430504","Yes",1,NA,20,"East Asian",NA,"Mandarin",NA,NA,"15","6","Canadian","15","5","Agnostic",NA,"Mostly right handed","Moderately conservative",3,"Heterosexual/straight only",NA,"Faculty of Arts",NA,NA,"China",NA,"High school graduate","4 year degree (e.g.Bachelor's degree)","$100,001 - $150,000","Predictions of your friends' behavior",NA,"Female","Yes","Yes",5,5,6,4,5,3,5,4,4,5,4,4,4,3,3,3,4,3,5,3,3,0,0,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
85,"73771026","I don't know",1,NA,19,"South East Asian",NA,"Both English and another language",NA,"Cantonese",NA,"7. Completely fluent","Canadian Chinese",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Neutral/moderate",6,"Heterosexual/straight only",NA,"Faculty of Science",NA,"Integrated Sciences","Canada",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)",NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",2,2,6,2,4,2,3,2,2,3,2,2,2,2,2,2,2,4,2,6,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12,"46550321","I don't know",2,NA,NA,"South Asian",NA,"Other","Hindi",NA,"16","6","Indian","3","19",NA,NA,"Mostly right handed",NA,3,"Heterosexual/straight only",NA,"Faculty of Commerce and Business Admininistration",NA,NA,"India",NA,"Professional or Graduate Degree (e.g., PhD, MD)","4 year degree (e.g.Bachelor's degree)","$50,001 - $75,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",6,5,6,6,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,4,4,5,6,0,0,0,0,NA,1,0,NA,0,0,NA,0,0,0,0,0,1,NA,0,1,0,0,NA,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,11,NA,0
9,"35560320",NA,1,NA,23,"Other","East Asian/European","English",NA,NA,NA,"7. Completely fluent","Canadian",NA,NA,"Agnostic",NA,"Mostly right handed","Strongly liberal",4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Psychology","Canada",NA,"High school graduate","High school graduate","$35,001 - $50,000","Other (Please specify below)","decision making","Female","Yes","Yes",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
21,"33911209","I don't know",1,NA,20,"East Asian",NA,"Both English and another language",NA,"Cantonese and Mandarin Chinese",NA,"7. Completely fluent","Canadian","17","3","Agnostic",NA,"Mostly right handed","Moderately liberal",3,"Other","Asexual","Faculty of Science",NA,"Integrated Sciences in behavioural neuroscience and statistics","China",NA,"4 year (e.g., Bachelor's degree)","2 year degree (e.g.technical college degree)",NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",4,4,5,4,3,5,3,1,1,4,2,4,1,1,2,2,1,5,5,5,5,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
20,"64590820","Yes",1,NA,21,"East Asian",NA,"Mandarin",NA,NA,"4","4","China","3","18","Atheist",NA,"Mostly right handed","Neutral/moderate",4,"Bisexual (equally Heterosexual/straight and Gay/lesbian)",NA,"Faculty of Arts",NA,"Psychology","China",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)","$35,001 - $50,000","Other (Please specify below)","decision making","Female","Yes","Yes",4,5,5,3,6,7,3,2,2,4,3,1,6,5,6,7,4,3,5,7,6,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
10,"96401229","I don't know",2,NA,21,NA,NA,"English",NA,NA,NA,"7. Completely fluent","pakistani-canadian","20+","1","Muslim",NA,"Mostly right handed","Slightly liberal",4,"Heterosexual/straight only",NA,"Faculty of Land and Food Systems",NA,"Applied Animal biology",NA,"Pakistan","Professional or Graduate Degree (e.g., PhD, MD)","Professional or Graduate Degree (e.g. PhD MD)","Above $150,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",3,5,5,3,3,5,5,7,6,6,5,5,3,5,5,5,3,3,6,6,3,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
14,"48470429","Yes",3,"A soul",21,"Hispanic","-","Other","Portuguese","-","17","7. Completely fluent","Brazilian and Italian","3","19","Other","Spiritism","Mostly right handed","Strongly liberal",3,"Other","Pansexual","Faculty of Arts","-","Sociology and Psychology","Other","Brazil","4 year (e.g., Bachelor's degree)","Professional or Graduate Degree (e.g. PhD MD)","$15,001 - $25,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",6,6,6,3,4,5,3,6,3,5,7,5,5,5,5,5,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
7,"42210119","No",1,NA,19,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Singaporean Indonesian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed","Moderately liberal",3,"Heterosexual/straight somewhat more",NA,"Faculty of Arts",NA,"psychology","Canada",NA,"Some college","Professional or Graduate Degree (e.g. PhD MD)","$50,001 - $75,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
23,"99050302","Yes",1,NA,20,"European",NA,"French",NA,NA,"6","7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed","Moderately liberal",3,"Heterosexual/straight only",NA,"Faculty of Science",NA,"Cognitive Systems, Cognition and Brain","Canada",NA,"4 year (e.g., Bachelor's degree)","2 year degree (e.g.technical college degree)","Above $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",5,5,5,6,6,6,3,5,3,5,4,3,3,5,5,6,5,3,5,6,6,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
22,"43511018","No",2,NA,20,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Moderately conservative",4,"Heterosexual/straight only",NA,"Faculty of Land and Food Systems",NA,"Food Nutrition and Health","Canada",NA,"4 year (e.g., Bachelor's degree)","High school graduate","$100,001 - $150,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",6,5,5,5,3,5,5,7,6,5,3,4,5,7,7,7,5,5,5,5,5,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
16,"96991122","Yes",1,NA,20,"Hispanic",NA,"Spanish",NA,NA,"16","6","Colombian","2","17","Christian",NA,"Mostly right handed","Slightly conservative",3,"Heterosexual/straight only",NA,"Faculty of Arts, Faculty of Education",NA,"Psychology","Other","Colombia","Professional or Graduate Degree (e.g., PhD, MD)","Professional or Graduate Degree (e.g. PhD MD)",NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",3,4,3,4,5,4,4,7,4,7,7,7,3,4,5,5,5,5,6,7,7,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
